boundary_time,epoch_end,tie_count_at_boundary,tied_combos,selected_combo,workload_file
2050,2125,3,FCFS|SJF|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|HRRN|FCFS|SJF,FCFS|HRRN|FCFS|SJF,long_1000_processes.txt
2075,2150,6,SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|HRRN|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
2100,2175,6,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|HRRN|SJF ; HRRN|FCFS|SJF|SJF ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|HRRN|SJF,HRRN|FCFS|HRRN|SJF,long_1000_processes.txt
2125,2200,2,FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
2150,2225,2,SJF|FCFS|FCFS|SJF ; SJF|HRRN|FCFS|SJF,SJF|FCFS|FCFS|SJF,long_1000_processes.txt
2175,2250,2,FCFS|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|FCFS,HRRN|FCFS|SJF|FCFS,long_1000_processes.txt
2200,2275,6,SJF|SJF|FCFS|FCFS ; SJF|SJF|FCFS|HRRN ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|HRRN|FCFS|FCFS ; SJF|HRRN|FCFS|HRRN,SJF|HRRN|FCFS|HRRN,long_1000_processes.txt
2225,2300,2,FCFS|FCFS|SJF|SJF ; HRRN|FCFS|SJF|SJF,HRRN|FCFS|SJF|SJF,long_1000_processes.txt
2250,2325,2,SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
2275,2350,2,FCFS|SJF|SJF|SJF ; HRRN|SJF|SJF|SJF,FCFS|SJF|SJF|SJF,long_1000_processes.txt
2300,2375,2,SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
2325,2400,2,FCFS|SJF|SJF|SJF ; HRRN|SJF|SJF|SJF,FCFS|SJF|SJF|SJF,long_1000_processes.txt
2350,2425,2,SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS,SJF|HRRN|FCFS|FCFS,long_1000_processes.txt
2375,2450,2,FCFS|SJF|SJF|SJF ; HRRN|SJF|SJF|SJF,FCFS|SJF|SJF|SJF,long_1000_processes.txt
2400,2475,2,SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS,SJF|HRRN|FCFS|FCFS,long_1000_processes.txt
2425,2500,2,FCFS|SJF|SJF|SJF ; HRRN|SJF|SJF|SJF,FCFS|SJF|SJF|SJF,long_1000_processes.txt
2450,2525,2,SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS,SJF|HRRN|FCFS|FCFS,long_1000_processes.txt
2475,2550,2,FCFS|SJF|FCFS|SJF ; FCFS|SJF|HRRN|SJF,FCFS|SJF|HRRN|SJF,long_1000_processes.txt
2500,2575,2,FCFS|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
2600,2675,3,SJF|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|FCFS,SJF|FCFS|SJF|FCFS,long_1000_processes.txt
2650,2725,3,FCFS|SJF|SJF|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|HRRN|SJF|FCFS,FCFS|SJF|SJF|FCFS,long_1000_processes.txt
2725,2800,3,FCFS|SJF|SJF|SJF ; FCFS|SJF|FCFS|SJF ; FCFS|SJF|HRRN|SJF,FCFS|SJF|FCFS|SJF,long_1000_processes.txt
2875,2950,6,SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN,SJF|FCFS|FCFS|HRRN,long_1000_processes.txt
2900,2975,6,FCFS|SJF|SJF|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|HRRN|SJF|FCFS ; HRRN|SJF|SJF|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|HRRN|SJF|FCFS,HRRN|SJF|SJF|FCFS,long_1000_processes.txt
2925,3000,9,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
2950,3025,3,SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; SJF|HRRN|FCFS|FCFS,SJF|FCFS|HRRN|FCFS,long_1000_processes.txt
3025,3100,3,SJF|SJF|SJF|SJF ; SJF|SJF|SJF|FCFS ; SJF|SJF|SJF|HRRN,SJF|SJF|SJF|FCFS,long_1000_processes.txt
3100,3175,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
3150,3225,3,SJF|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS ; HRRN|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
3325,3400,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
3425,3500,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
3600,3675,3,SJF|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|FCFS,SJF|FCFS|SJF|FCFS,long_1000_processes.txt
3725,3800,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
3850,3925,2,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|SJF,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
3875,3950,9,SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
3900,3975,2,FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
3925,4000,9,FCFS|SJF|FCFS|SJF ; FCFS|SJF|HRRN|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|HRRN|SJF ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|HRRN|SJF ; HRRN|SJF|FCFS|SJF ; HRRN|FCFS|FCFS|SJF ; HRRN|HRRN|FCFS|SJF,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
3950,4025,2,SJF|FCFS|SJF|FCFS ; SJF|HRRN|SJF|FCFS,SJF|HRRN|SJF|FCFS,long_1000_processes.txt
3975,4050,3,SJF|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|SJF,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
4000,4075,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
4025,4100,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
4050,4125,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
4175,4250,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
4325,4400,9,SJF|FCFS|SJF|SJF ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|HRRN|SJF ; FCFS|FCFS|SJF|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|HRRN|SJF ; HRRN|FCFS|SJF|SJF ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|HRRN|SJF,FCFS|FCFS|HRRN|SJF,long_1000_processes.txt
4400,4475,3,SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN,SJF|FCFS|SJF|FCFS,long_1000_processes.txt
4425,4500,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
4525,4600,3,SJF|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|SJF,HRRN|FCFS|FCFS|SJF,long_1000_processes.txt
4600,4675,3,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
4650,4725,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
4750,4825,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
4775,4850,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
4900,4975,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
4950,5025,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
5000,5075,3,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
5250,5325,3,SJF|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|FCFS,SJF|FCFS|SJF|FCFS,long_1000_processes.txt
5275,5350,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
5325,5400,3,SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS,SJF|FCFS|HRRN|FCFS,long_1000_processes.txt
5375,5450,9,FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
5400,5475,2,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
5425,5500,2,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
5475,5550,6,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
5500,5575,2,FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
5550,5625,3,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|HRRN|SJF,FCFS|FCFS|SJF|SJF,long_1000_processes.txt
5650,5725,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
5700,5775,3,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
5725,5800,2,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
5750,5825,6,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
5775,5850,3,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS,SJF|HRRN|FCFS|FCFS,long_1000_processes.txt
5800,5875,9,FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|SJF|FCFS|HRRN,long_1000_processes.txt
5875,5950,2,FCFS|SJF|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
5925,6000,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
5950,6025,2,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
6075,6150,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|SJF|HRRN|FCFS,long_1000_processes.txt
6100,6175,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
6125,6200,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
6175,6250,3,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|HRRN|SJF,FCFS|FCFS|SJF|SJF,long_1000_processes.txt
6275,6350,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
6300,6375,3,FCFS|SJF|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|HRRN|FCFS|SJF,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
6325,6400,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
6425,6500,9,SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
6450,6525,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
6475,6550,6,FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
6525,6600,2,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|HRRN|SJF,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
6550,6625,2,FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN,FCFS|SJF|FCFS|HRRN,long_1000_processes.txt
6575,6650,18,SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|HRRN ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|FCFS|HRRN|FCFS ; HRRN|FCFS|HRRN|HRRN,FCFS|FCFS|HRRN|HRRN,long_1000_processes.txt
6625,6700,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
6725,6800,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
6775,6850,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
6825,6900,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
6875,6950,27,SJF|SJF|FCFS|SJF ; SJF|SJF|FCFS|FCFS ; SJF|SJF|FCFS|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|HRRN|FCFS|SJF ; SJF|HRRN|FCFS|FCFS ; SJF|HRRN|FCFS|HRRN ; FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN ; HRRN|SJF|FCFS|SJF ; HRRN|SJF|FCFS|FCFS ; HRRN|SJF|FCFS|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|HRRN|FCFS|SJF ; HRRN|HRRN|FCFS|FCFS ; HRRN|HRRN|FCFS|HRRN,HRRN|SJF|FCFS|FCFS,long_1000_processes.txt
6925,7000,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
7075,7150,2,FCFS|SJF|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
7100,7175,9,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN,SJF|FCFS|FCFS|SJF,long_1000_processes.txt
7150,7225,6,FCFS|SJF|SJF|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|SJF|SJF|FCFS,long_1000_processes.txt
7200,7275,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
7300,7375,3,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS,FCFS|SJF|HRRN|FCFS,long_1000_processes.txt
7325,7400,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
7350,7425,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
7425,7500,3,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN,SJF|FCFS|FCFS|HRRN,long_1000_processes.txt
7475,7550,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
7700,7775,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
7725,7800,6,FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|HRRN|FCFS|HRRN,long_1000_processes.txt
7750,7825,2,FCFS|FCFS|SJF|FCFS ; FCFS|HRRN|SJF|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
7775,7850,6,SJF|FCFS|FCFS|SJF ; SJF|FCFS|HRRN|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|HRRN|SJF ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|HRRN|SJF,HRRN|FCFS|FCFS|SJF,long_1000_processes.txt
7800,7875,2,FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN,FCFS|SJF|FCFS|HRRN,long_1000_processes.txt
7825,7900,6,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
7875,7950,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
7900,7975,2,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|SJF,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
7975,8050,9,FCFS|SJF|HRRN|SJF ; FCFS|SJF|HRRN|FCFS ; FCFS|SJF|HRRN|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; FCFS|HRRN|HRRN|SJF ; FCFS|HRRN|HRRN|FCFS ; FCFS|HRRN|HRRN|HRRN,FCFS|FCFS|HRRN|HRRN,long_1000_processes.txt
8000,8075,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
8075,8150,3,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN,SJF|FCFS|FCFS|HRRN,long_1000_processes.txt
8125,8200,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|HRRN|HRRN|FCFS,long_1000_processes.txt
8150,8225,3,SJF|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|SJF,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
8225,8300,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
8250,8325,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
8325,8400,3,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS,SJF|SJF|FCFS|FCFS,long_1000_processes.txt
8400,8475,3,SJF|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|FCFS ; HRRN|SJF|FCFS|FCFS,SJF|SJF|FCFS|FCFS,long_1000_processes.txt
