boundary_time,epoch_end,tie_count_at_boundary,tied_combos,selected_combo,workload_file
13175,13250,9,SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
13200,13275,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
13225,13300,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
13325,13400,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
13375,13450,9,FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
13425,13500,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
13575,13650,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
13625,13700,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
13675,13750,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
13700,13775,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
13725,13800,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
13800,13875,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
13825,13900,27,FCFS|SJF|SJF|SJF ; FCFS|SJF|SJF|FCFS ; FCFS|SJF|SJF|HRRN ; FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|SJF|HRRN|SJF ; FCFS|SJF|HRRN|FCFS ; FCFS|SJF|HRRN|HRRN ; FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; FCFS|HRRN|SJF|SJF ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|SJF|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN ; FCFS|HRRN|HRRN|SJF ; FCFS|HRRN|HRRN|FCFS ; FCFS|HRRN|HRRN|HRRN,FCFS|FCFS|SJF|SJF,long_1000_processes.txt
13850,13925,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
13875,13950,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
13900,13975,2,FCFS|SJF|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
13925,14000,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
13950,14025,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
13975,14050,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
14075,14150,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
14100,14175,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
14125,14200,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|HRRN|HRRN,long_1000_processes.txt
14150,14225,2,FCFS|SJF|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
14200,14275,3,SJF|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|SJF,HRRN|FCFS|FCFS|SJF,long_1000_processes.txt
14275,14350,3,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
14300,14375,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
14400,14475,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
14425,14500,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
14450,14525,27,SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|SJF ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN ; FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; HRRN|FCFS|SJF|SJF ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|FCFS|HRRN|SJF ; HRRN|FCFS|HRRN|FCFS ; HRRN|FCFS|HRRN|HRRN,HRRN|FCFS|FCFS|HRRN,long_1000_processes.txt
14475,14550,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
14550,14625,6,SJF|FCFS|SJF|FCFS ; SJF|FCFS|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|HRRN|FCFS,SJF|FCFS|HRRN|FCFS,long_1000_processes.txt
14575,14650,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
14625,14700,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
14650,14725,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
14725,14800,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
14750,14825,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
14775,14850,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
14800,14875,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
14825,14900,9,FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|SJF|FCFS|HRRN,long_1000_processes.txt
14850,14925,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
14875,14950,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
14900,14975,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|HRRN|HRRN|FCFS,long_1000_processes.txt
14925,15000,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
14975,15050,6,SJF|SJF|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS ; HRRN|SJF|FCFS|FCFS ; HRRN|HRRN|FCFS|FCFS,SJF|SJF|FCFS|FCFS,long_1000_processes.txt
15050,15125,2,SJF|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
15075,15150,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
15125,15200,9,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS ; HRRN|SJF|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|HRRN|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
15175,15250,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
15200,15275,2,FCFS|SJF|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
15275,15350,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
15300,15375,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
15375,15450,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
15400,15475,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
15425,15500,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
15475,15550,2,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
15500,15575,2,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
15550,15625,9,SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,SJF|FCFS|SJF|FCFS,long_1000_processes.txt
15575,15650,2,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
15625,15700,2,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
15650,15725,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
15700,15775,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
15725,15800,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
15825,15900,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
15875,15950,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
15975,16050,27,SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|SJF ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN ; FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; HRRN|FCFS|SJF|SJF ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|FCFS|HRRN|SJF ; HRRN|FCFS|HRRN|FCFS ; HRRN|FCFS|HRRN|HRRN,HRRN|FCFS|SJF|FCFS,long_1000_processes.txt
16050,16125,3,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS,SJF|HRRN|FCFS|FCFS,long_1000_processes.txt
16075,16150,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
16150,16225,3,FCFS|SJF|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|HRRN|FCFS|SJF,FCFS|SJF|FCFS|SJF,long_1000_processes.txt
16200,16275,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
16225,16300,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
16325,16400,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|HRRN|SJF,long_1000_processes.txt
16350,16425,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
16400,16475,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
16425,16500,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|SJF|SJF,long_1000_processes.txt
16450,16525,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
16525,16600,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
16550,16625,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
16575,16650,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
16600,16675,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
16625,16700,9,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS ; HRRN|SJF|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
16650,16725,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
16725,16800,9,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS ; HRRN|SJF|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|HRRN|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
16750,16825,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
16775,16850,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
16825,16900,9,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS ; HRRN|SJF|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
16900,16975,2,SJF|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
17000,17075,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
17025,17100,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
17050,17125,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
17100,17175,6,FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|HRRN|HRRN|FCFS,long_1000_processes.txt
17125,17200,2,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
17150,17225,2,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
17200,17275,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
17225,17300,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
17275,17350,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
17325,17400,9,SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
17450,17525,9,FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
